contract_code,option_type,strike,expiry,timestamp,bid1,bid1_size,ask1,ask1_size,last_price,volume,open_interest,trading_status
MO2306-P-8000,P,8000.0,2023-06-16,2022-12-06 09:32:51.4,1510.8,4,1527.8,1,1764.6,0,49,TRADING
MO2212-C-6500,C,6500.0,2022-12-16,2022-12-06 09:32:51.4,232.2,6,237.0,6,234.0,19,1038,TRADING
MO2212-C-6700,C,6700.0,2022-12-16,2022-12-06 09:32:51.4,100.2,9,101.0,2,98.2,161,2877,TRADING
MO2212-C-6900,C,6900.0,2022-12-16,2022-12-06 09:32:51.4,33.2,12,33.8,6,32.8,179,2873,TRADING
MO2212-C-7100,C,7100.0,2022-12-16,2022-12-06 09:32:51.4,9.8,30,10.2,31,10.0,111,1294,TRADING
MO2212-P-5900,P,5900.0,2022-12-16,2022-12-06 09:32:51.4,1.0,1,1.2,32,1.0,3,1023,TRADING
MO2212-P-6100,P,6100.0,2022-12-16,2022-12-06 09:32:51.4,1.4,66,1.8,23,1.4,2,1560,TRADING
MO2212-P-6300,P,6300.0,2022-12-16,2022-12-06 09:32:51.4,5.6,72,6.0,27,5.6,48,2206,TRADING
MO2212-P-6500,P,6500.0,2022-12-16,2022-12-06 09:32:51.4,24.8,10,25.0,1,25.0,142,1722,TRADING
MO2212-P-6700,P,6700.0,2022-12-16,2022-12-06 09:32:51.4,88.6,6,89.6,9,90.0,137,3586,TRADING
MO2212-P-6900,P,6900.0,2022-12-16,2022-12-06 09:32:51.4,220.6,4,222.4,6,228.8,1,196,TRADING
MO2212-P-7100,P,7100.0,2022-12-16,2022-12-06 09:32:51.4,397.0,3,404.0,16,415.6,0,61,TRADING
MO2309-C-5800,C,5800.0,2023-09-15,2022-12-06 09:32:51.4,857.2,6,874.0,12,871.8,0,129,TRADING
MO2309-C-6000,C,6000.0,2023-09-15,2022-12-06 09:32:51.4,734.2,1,745.6,6,740.8,0,132,TRADING
MO2309-C-6200,C,6200.0,2023-09-15,2022-12-06 09:32:51.4,614.4,1,628.0,8,609.0,0,149,TRADING
MO2309-C-6400,C,6400.0,2023-09-15,2022-12-06 09:32:51.4,510.6,1,523.6,8,549.0,0,157,TRADING
MO2309-C-6600,C,6600.0,2023-09-15,2022-12-06 09:32:51.4,422.4,1,431.8,2,427.0,0,170,TRADING
MO2309-C-6800,C,6800.0,2023-09-15,2022-12-06 09:32:51.4,342.2,1,353.2,2,346.0,0,139,TRADING
MO2309-P-5800,P,5800.0,2023-09-15,2022-12-06 09:32:51.4,229.8,1,237.4,1,226.0,0,79,TRADING
MO2309-P-6000,P,6000.0,2023-09-15,2022-12-06 09:32:51.4,294.8,3,306.4,6,312.6,0,48,TRADING
MO2309-P-6200,P,6200.0,2023-09-15,2022-12-06 09:32:51.4,373.4,8,384.8,1,375.0,0,123,TRADING
MO2309-P-6400,P,6400.0,2023-09-15,2022-12-06 09:32:51.4,465.0,1,478.4,1,480.8,0,82,TRADING
MO2309-P-6600,P,6600.0,2023-09-15,2022-12-06 09:32:51.4,569.0,2,581.8,1,578.4,0,46,TRADING
MO2309-P-6800,P,6800.0,2023-09-15,2022-12-06 09:32:51.4,686.2,8,700.0,1,675.8,0,36,TRADING
MO2309-P-7000,P,7000.0,2023-09-15,2022-12-06 09:32:51.4,815.4,6,828.8,1,818.6,0,47,TRADING
MO2212-C-5700,C,5700.0,2022-12-16,2022-12-06 09:32:51.4,1004.8,6,1013.0,6,1015.2,0,53,TRADING
MO2303-C-5600,C,5600.0,2023-03-17,2022-12-06 09:32:51.4,1045.0,6,1057.0,6,1052.0,0,66,TRADING
MO2306-C-5600,C,5600.0,2023-06-16,2022-12-06 09:32:51.4,1003.4,6,1020.6,10,999.6,0,32,TRADING
MO2309-C-5600,C,5600.0,2023-09-15,2022-12-06 09:32:51.4,1001.0,1,1019.4,6,934.4,0,116,TRADING
MO2212-C-5600,C,5600.0,2022-12-16,2022-12-06 09:32:51.4,1103.8,6,1112.6,6,1116.8,0,48,TRADING
MO2303-P-8200,P,8200.0,2023-03-17,2022-12-06 09:32:51.4,1564.0,6,1578.4,6,1571.8,0,103,TRADING
MO2306-P-8200,P,8200.0,2023-06-16,2022-12-06 09:32:51.4,1695.2,4,1713.2,6,1802.8,0,42,TRADING
MO2212-C-5800,C,5800.0,2022-12-16,2022-12-06 09:32:51.4,905.0,6,913.6,6,917.6,0,34,TRADING
MO2212-P-5800,P,5800.0,2022-12-16,2022-12-06 09:32:51.4,0.6,56,1.0,29,1.0,0,516,TRADING
MO2303-C-5800,C,5800.0,2023-03-17,2022-12-06 09:32:51.4,865.4,6,877.8,18,876.0,0,101,TRADING
MO2303-P-5800,P,5800.0,2023-03-17,2022-12-06 09:32:51.4,44.6,10,47.2,6,47.8,2,195,TRADING
MO2306-C-5800,C,5800.0,2023-06-16,2022-12-06 09:32:51.4,846.2,6,864.8,4,898.0,0,100,TRADING
MO2212-C-6000,C,6000.0,2022-12-16,2022-12-06 09:32:51.4,706.6,2,714.0,13,708.6,0,58,TRADING
MO2212-P-6000,P,6000.0,2022-12-16,2022-12-06 09:32:51.4,1.0,60,1.4,4,1.4,0,1401,TRADING
MO2303-C-6000,C,6000.0,2023-03-17,2022-12-06 09:32:51.4,697.6,6,710.8,6,703.0,0,120,TRADING
MO2303-P-6000,P,6000.0,2023-03-17,2022-12-06 09:32:51.4,75.0,1,79.2,6,77.2,0,181,TRADING
MO2306-C-6000,C,6000.0,2023-06-16,2022-12-06 09:32:51.4,702.8,1,719.2,10,708.0,0,123,TRADING
MO2306-P-6000,P,6000.0,2023-06-16,2022-12-06 09:32:51.4,192.2,1,201.0,7,194.6,0,112,TRADING
MO2212-C-5900,C,5900.0,2022-12-16,2022-12-06 09:32:51.4,806.0,2,813.2,6,796.2,0,45,TRADING
MO2212-C-6100,C,6100.0,2022-12-16,2022-12-06 09:32:51.4,607.6,2,614.2,6,594.0,0,107,TRADING
MO2212-C-6300,C,6300.0,2022-12-16,2022-12-06 09:32:51.4,414.4,6,418.4,4,401.0,0,204,TRADING
MO2212-C-5500,C,5500.0,2022-12-16,2022-12-06 09:32:51.4,1203.4,6,1212.0,6,1196.0,0,42,TRADING
MO2303-C-5400,C,5400.0,2023-03-17,2022-12-06 09:32:51.4,1232.6,6,1243.4,6,1236.0,0,37,TRADING
MO2303-P-5400,P,5400.0,2023-03-17,2022-12-06 09:32:51.4,15.4,1,15.8,6,15.4,0,138,TRADING
MO2306-C-5400,C,5400.0,2023-06-16,2022-12-06 09:32:51.4,1170.6,6,1186.6,4,1115.0,0,46,TRADING
MO2309-C-5400,C,5400.0,2023-09-15,2022-12-06 09:32:51.4,1152.2,6,1172.8,6,1161.0,0,92,TRADING
MO2212-C-7500,C,7500.0,2022-12-16,2022-12-06 09:32:51.4,1.2,56,1.6,37,1.2,0,211,TRADING
MO2212-P-7500,P,7500.0,2022-12-16,2022-12-06 09:32:51.4,787.6,4,795.2,6,913.0,0,13,TRADING
MO2301-C-7500,C,7500.0,2023-01-20,2022-12-06 09:32:51.4,13.6,6,14.6,10,13.6,4,275,TRADING
MO2301-P-7500,P,7500.0,2023-01-20,2022-12-06 09:32:51.4,818.2,6,827.6,6,837.2,0,13,TRADING
MO2309-C-7600,C,7600.0,2023-09-15,2022-12-06 09:32:51.4,137.8,1,143.0,1,139.2,1,195,TRADING
MO2309-P-7600,P,7600.0,2023-09-15,2022-12-06 09:32:51.4,1260.0,6,1282.2,1,1273.4,0,13,TRADING
MO2212-C-5300,C,5300.0,2022-12-16,2022-12-06 09:32:51.4,1402.6,12,1412.0,3,1367.0,0,39,TRADING
MO2212-C-5400,C,5400.0,2022-12-16,2022-12-06 09:32:51.4,1303.0,6,1311.8,3,1266.2,0,41,TRADING
MO2212-P-5400,P,5400.0,2022-12-16,2022-12-06 09:32:51.4,0.6,30,0.8,16,0.8,0,296,TRADING
MO2303-C-5200,C,5200.0,2023-03-17,2022-12-06 09:32:51.4,1424.6,6,1435.8,12,1452.4,0,32,TRADING
MO2306-C-5200,C,5200.0,2023-06-16,2022-12-06 09:32:51.4,1348.4,1,1366.0,12,1236.6,0,34,TRADING
MO2309-C-5200,C,5200.0,2023-09-15,2022-12-06 09:32:51.4,1312.4,6,1329.8,2,1330.2,0,99,TRADING
MO2301-C-5600,C,5600.0,2023-01-20,2022-12-06 09:32:51.4,1085.4,6,1095.4,9,903.0,0,38,TRADING
MO2301-C-7400,C,7400.0,2023-01-20,2022-12-06 09:32:51.4,19.2,6,20.4,6,18.8,1,232,TRADING
MO2301-C-5700,C,5700.0,2023-01-20,2022-12-06 09:32:51.4,987.8,6,997.8,6,968.2,0,8,TRADING
MO2301-C-5800,C,5800.0,2023-01-20,2022-12-06 09:32:51.4,890.8,6,900.0,6,918.0,0,23,TRADING
MO2301-C-5900,C,5900.0,2023-01-20,2022-12-06 09:32:51.4,795.4,6,805.2,12,805.4,0,29,TRADING
MO2301-C-6000,C,6000.0,2023-01-20,2022-12-06 09:32:51.4,700.2,6,710.6,6,718.8,0,36,TRADING
MO2301-C-6100,C,6100.0,2023-01-20,2022-12-06 09:32:51.4,610.0,6,619.2,6,626.8,0,21,TRADING
MO2301-C-6200,C,6200.0,2023-01-20,2022-12-06 09:32:51.4,521.2,16,531.2,12,520.0,0,47,TRADING
MO2301-C-6300,C,6300.0,2023-01-20,2022-12-06 09:32:51.4,441.2,6,446.8,6,439.0,0,94,TRADING
MO2301-C-6400,C,6400.0,2023-01-20,2022-12-06 09:32:51.4,365.0,1,369.0,6,366.8,1,82,TRADING
MO2301-C-6500,C,6500.0,2023-01-20,2022-12-06 09:32:51.4,297.6,6,299.4,6,297.6,2,192,TRADING
MO2301-C-6600,C,6600.0,2023-01-20,2022-12-06 09:32:51.4,236.6,6,238.6,6,237.0,3,254,TRADING
MO2301-C-6700,C,6700.0,2023-01-20,2022-12-06 09:32:51.4,183.0,6,186.6,18,180.0,5,446,TRADING
MO2301-C-6800,C,6800.0,2023-01-20,2022-12-06 09:32:51.4,140.4,6,142.0,6,140.6,0,277,TRADING
MO2301-C-6900,C,6900.0,2023-01-20,2022-12-06 09:32:51.4,103.8,6,106.2,6,106.6,0,193,TRADING
MO2301-C-7000,C,7000.0,2023-01-20,2022-12-06 09:32:51.4,76.6,6,78.0,6,78.0,0,274,TRADING
MO2301-C-7100,C,7100.0,2023-01-20,2022-12-06 09:32:51.4,54.4,13,56.4,6,56.4,0,345,TRADING
MO2301-P-5700,P,5700.0,2023-01-20,2022-12-06 09:32:51.4,7.0,12,7.6,16,7.6,1,146,TRADING
MO2301-P-5800,P,5800.0,2023-01-20,2022-12-06 09:32:51.4,9.8,6,10.4,34,11.6,6,282,TRADING
MO2301-P-5900,P,5900.0,2023-01-20,2022-12-06 09:32:51.4,13.2,6,14.4,16,14.6,0,248,TRADING
MO2301-P-6000,P,6000.0,2023-01-20,2022-12-06 09:32:51.4,19.2,25,20.6,22,20.8,23,514,TRADING
MO2301-P-6100,P,6100.0,2023-01-20,2022-12-06 09:32:51.4,27.8,6,29.2,10,29.2,0,590,TRADING
MO2301-P-6200,P,6200.0,2023-01-20,2022-12-06 09:32:51.4,38.4,21,40.8,16,39.4,3,433,TRADING
MO2301-P-6300,P,6300.0,2023-01-20,2022-12-06 09:32:51.4,55.4,6,57.6,6,57.6,0,398,TRADING
MO2301-P-6400,P,6400.0,2023-01-20,2022-12-06 09:32:51.4,76.8,9,79.2,6,76.0,5,839,TRADING
MO2301-P-6500,P,6500.0,2023-01-20,2022-12-06 09:32:51.4,107.8,12,110.6,6,110.0,0,540,TRADING
MO2301-P-6600,P,6600.0,2023-01-20,2022-12-06 09:32:51.4,146.6,12,149.2,6,147.8,0,311,TRADING
MO2301-P-6700,P,6700.0,2023-01-20,2022-12-06 09:32:51.4,192.6,6,196.4,6,196.8,0,150,TRADING
MO2301-P-6800,P,6800.0,2023-01-20,2022-12-06 09:32:51.4,249.2,6,253.0,6,254.2,4,91,TRADING
MO2301-P-6900,P,6900.0,2023-01-20,2022-12-06 09:32:51.4,312.4,6,320.4,6,319.8,0,48,TRADING
MO2301-P-7000,P,7000.0,2023-01-20,2022-12-06 09:32:51.4,382.8,6,393.0,6,389.6,0,39,TRADING
MO2301-P-7100,P,7100.0,2023-01-20,2022-12-06 09:32:51.4,461.4,6,471.2,6,478.2,0,15,TRADING
MO2301-C-7200,C,7200.0,2023-01-20,2022-12-06 09:32:51.4,39.4,6,41.0,6,41.6,1,255,TRADING
MO2301-P-7200,P,7200.0,2023-01-20,2022-12-06 09:32:51.4,543.6,6,554.8,6,562.2,0,44,TRADING
MO2212-C-7300,C,7300.0,2022-12-16,2022-12-06 09:32:51.4,3.2,6,3.4,35,3.2,3,783,TRADING
MO2212-P-7300,P,7300.0,2022-12-16,2022-12-06 09:32:51.4,589.4,4,597.0,6,586.4,0,24,TRADING
MO2301-C-7300,C,7300.0,2023-01-20,2022-12-06 09:32:51.4,27.2,6,28.8,6,28.0,0,140,TRADING
MO2301-P-7300,P,7300.0,2023-01-20,2022-12-06 09:32:51.4,632.0,6,642.6,6,642.2,0,10,TRADING
MO2309-P-7400,P,7400.0,2023-09-15,2022-12-06 09:32:51.4,1101.4,8,1125.6,7,1132.4,0,44,TRADING
MO2301-P-7400,P,7400.0,2023-01-20,2022-12-06 09:32:51.4,724.2,6,734.4,2,742.2,0,29,TRADING
MO2302-C-5900,C,5900.0,2023-02-17,2022-12-06 09:32:51.4,791.2,6,803.4,10,776.6,0,4,TRADING
MO2302-C-6000,C,6000.0,2023-02-17,2022-12-06 09:32:51.4,702.4,6,715.4,6,475.4,0,9,TRADING
MO2302-C-6100,C,6100.0,2023-02-17,2022-12-06 09:32:51.4,618.2,6,631.2,6,500.0,0,2,TRADING
MO2302-C-6200,C,6200.0,2023-02-17,2022-12-06 09:32:51.4,539.0,6,551.2,12,479.6,0,4,TRADING
MO2302-C-6300,C,6300.0,2023-02-17,2022-12-06 09:32:51.4,462.8,12,476.4,6,471.0,0,7,TRADING
MO2302-C-6400,C,6400.0,2023-02-17,2022-12-06 09:32:51.4,393.4,6,404.4,1,327.8,0,30,TRADING
MO2302-C-6500,C,6500.0,2023-02-17,2022-12-06 09:32:51.4,332.2,1,342.4,1,334.4,0,116,TRADING
MO2302-C-6600,C,6600.0,2023-02-17,2022-12-06 09:32:51.4,275.2,6,285.2,1,268.2,0,102,TRADING
MO2302-C-6700,C,6700.0,2023-02-17,2022-12-06 09:32:51.4,225.6,7,235.0,17,219.2,0,118,TRADING
MO2302-C-6800,C,6800.0,2023-02-17,2022-12-06 09:32:51.4,181.8,6,190.6,6,177.0,0,40,TRADING
MO2302-C-6900,C,6900.0,2023-02-17,2022-12-06 09:32:51.4,144.0,1,153.6,13,151.2,0,12,TRADING
MO2302-C-7000,C,7000.0,2023-02-17,2022-12-06 09:32:51.4,114.0,1,121.6,6,115.0,0,140,TRADING
MO2302-C-7100,C,7100.0,2023-02-17,2022-12-06 09:32:51.4,87.8,12,93.8,6,93.0,0,76,TRADING
MO2302-C-7200,C,7200.0,2023-02-17,2022-12-06 09:32:51.4,66.8,6,72.6,6,68.6,0,26,TRADING
MO2302-C-7300,C,7300.0,2023-02-17,2022-12-06 09:32:51.4,51.0,6,54.4,6,52.2,0,37,TRADING
MO2302-C-7400,C,7400.0,2023-02-17,2022-12-06 09:32:51.4,38.0,24,41.2,6,40.2,0,59,TRADING
MO2302-P-5900,P,5900.0,2023-02-17,2022-12-06 09:32:51.4,29.2,12,32.4,18,31.6,0,56,TRADING
MO2302-P-6000,P,6000.0,2023-02-17,2022-12-06 09:32:51.4,40.6,6,43.8,18,41.4,0,84,TRADING
MO2302-P-6100,P,6100.0,2023-02-17,2022-12-06 09:32:51.4,55.2,6,60.0,7,57.2,0,48,TRADING
MO2302-P-6200,P,6200.0,2023-02-17,2022-12-06 09:32:51.4,75.8,7,80.2,6,77.4,0,98,TRADING
MO2302-P-6300,P,6300.0,2023-02-17,2022-12-06 09:32:51.4,98.8,6,104.0,1,99.6,0,68,TRADING
MO2302-P-6400,P,6400.0,2023-02-17,2022-12-06 09:32:51.4,127.2,6,134.0,1,132.6,0,102,TRADING
MO2302-P-6500,P,6500.0,2023-02-17,2022-12-06 09:32:51.4,163.8,16,172.8,7,175.4,0,119,TRADING
MO2302-P-6600,P,6600.0,2023-02-17,2022-12-06 09:32:51.4,207.4,22,215.6,6,218.2,0,52,TRADING
MO2302-P-6700,P,6700.0,2023-02-17,2022-12-06 09:32:51.4,256.0,12,265.6,7,263.8,0,47,TRADING
MO2302-P-6800,P,6800.0,2023-02-17,2022-12-06 09:32:51.4,311.0,22,319.2,1,314.0,0,8,TRADING
MO2302-P-6900,P,6900.0,2023-02-17,2022-12-06 09:32:51.4,371.2,17,383.2,6,386.4,0,2,TRADING
MO2302-P-7000,P,7000.0,2023-02-17,2022-12-06 09:32:51.4,440.0,12,452.2,6,500.0,0,14,TRADING
MO2302-P-7100,P,7100.0,2023-02-17,2022-12-06 09:32:51.4,512.2,12,526.4,6,535.8,0,4,TRADING
MO2302-P-7200,P,7200.0,2023-02-17,2022-12-06 09:32:51.4,590.6,10,604.0,6,730.2,0,15,TRADING
MO2302-P-7300,P,7300.0,2023-02-17,2022-12-06 09:32:51.4,673.4,4,687.0,6,1000.0,0,2,TRADING
MO2302-P-7400,P,7400.0,2023-02-17,2022-12-06 09:32:51.4,759.8,12,772.6,6,941.6,0,2,TRADING
MO2302-C-5800,C,5800.0,2023-02-17,2022-12-06 09:32:51.4,882.0,6,894.2,6,867.4,0,2,TRADING
MO2302-P-5800,P,5800.0,2023-02-17,2022-12-06 09:32:51.4,20.8,19,23.6,12,20.8,2,16,TRADING
MO2212-C-8200,C,8200.0,2022-12-16,2022-12-06 09:32:51.4,0.6,10,0.8,50,0.6,0,321,TRADING
MO2212-P-8200,P,8200.0,2022-12-16,2022-12-06 09:32:51.4,1486.4,4,1495.4,6,1518.8,0,55,TRADING
MO2212-C-6200,C,6200.0,2022-12-16,2022-12-06 09:32:51.4,508.4,6,515.4,9,491.0,0,219,TRADING
MO2212-C-6400,C,6400.0,2022-12-16,2022-12-06 09:32:51.4,321.2,6,324.4,6,312.6,1,521,TRADING
MO2212-C-6600,C,6600.0,2022-12-16,2022-12-06 09:32:51.4,160.2,1,160.6,1,160.0,72,1243,TRADING
MO2212-C-6800,C,6800.0,2022-12-16,2022-12-06 09:32:51.4,59.6,9,60.0,2,59.8,291,3652,TRADING
MO2212-C-7000,C,7000.0,2022-12-16,2022-12-06 09:32:51.4,18.4,21,18.8,26,18.4,97,2756,TRADING
MO2212-C-7200,C,7200.0,2022-12-16,2022-12-06 09:32:51.4,5.6,13,5.8,18,5.4,22,1881,TRADING
MO2212-C-7400,C,7400.0,2022-12-16,2022-12-06 09:32:51.4,2.0,10,2.2,11,1.8,0,905,TRADING
MO2212-C-7600,C,7600.0,2022-12-16,2022-12-06 09:32:51.4,1.0,23,1.2,10,1.2,0,589,TRADING
MO2212-C-7800,C,7800.0,2022-12-16,2022-12-06 09:32:51.4,0.8,10,1.0,30,0.8,0,227,TRADING
MO2212-P-6200,P,6200.0,2022-12-16,2022-12-06 09:32:51.4,2.6,63,2.8,6,3.0,21,2036,TRADING
MO2212-P-6400,P,6400.0,2022-12-16,2022-12-06 09:32:51.4,12.2,6,12.4,19,12.6,63,2551,TRADING
MO2212-P-6600,P,6600.0,2022-12-16,2022-12-06 09:32:51.4,49.0,10,49.6,9,49.6,154,2262,TRADING
MO2212-P-6800,P,6800.0,2022-12-16,2022-12-06 09:32:51.4,147.2,4,148.2,9,150.2,1,511,TRADING
MO2212-P-7000,P,7000.0,2022-12-16,2022-12-06 09:32:51.4,305.8,3,308.0,6,314.0,0,127,TRADING
MO2212-P-7200,P,7200.0,2022-12-16,2022-12-06 09:32:51.4,492.8,6,499.8,10,493.8,0,111,TRADING
MO2212-P-7400,P,7400.0,2022-12-16,2022-12-06 09:32:51.4,688.2,10,695.8,6,691.6,0,60,TRADING
MO2212-P-7600,P,7600.0,2022-12-16,2022-12-06 09:32:51.4,887.8,6,894.6,2,919.0,0,44,TRADING
MO2212-P-7800,P,7800.0,2022-12-16,2022-12-06 09:32:51.4,1087.4,6,1095.4,6,1297.4,0,81,TRADING
MO2303-C-6200,C,6200.0,2023-03-17,2022-12-06 09:32:51.4,546.2,6,557.2,6,476.2,0,219,TRADING
MO2303-C-6400,C,6400.0,2023-03-17,2022-12-06 09:32:51.4,413.4,6,424.6,6,413.0,0,167,TRADING
MO2303-C-6600,C,6600.0,2023-03-17,2022-12-06 09:32:51.4,310.6,1,315.2,6,310.0,0,138,TRADING
MO2303-C-6800,C,6800.0,2023-03-17,2022-12-06 09:32:51.4,217.8,1,227.6,46,224.2,0,217,TRADING
MO2303-C-7000,C,7000.0,2023-03-17,2022-12-06 09:32:51.4,151.0,1,159.6,10,153.8,0,366,TRADING
MO2303-C-7200,C,7200.0,2023-03-17,2022-12-06 09:32:51.4,103.2,6,108.8,4,107.4,0,190,TRADING
MO2303-C-7400,C,7400.0,2023-03-17,2022-12-06 09:32:51.4,68.0,6,73.6,16,70.6,0,254,TRADING
MO2303-C-7600,C,7600.0,2023-03-17,2022-12-06 09:32:51.4,45.6,6,48.6,4,48.2,0,405,TRADING
MO2303-P-6200,P,6200.0,2023-03-17,2022-12-06 09:32:51.4,119.6,10,126.6,6,128.8,0,122,TRADING
MO2303-P-6400,P,6400.0,2023-03-17,2022-12-06 09:32:51.4,185.0,28,194.8,12,197.2,0,137,TRADING
MO2303-P-6600,P,6600.0,2023-03-17,2022-12-06 09:32:51.4,273.8,10,285.4,1,290.8,0,141,TRADING
MO2303-P-6800,P,6800.0,2023-03-17,2022-12-06 09:32:51.4,383.8,4,396.8,1,407.2,0,97,TRADING
MO2303-P-7000,P,7000.0,2023-03-17,2022-12-06 09:32:51.4,513.6,22,527.8,6,518.0,0,223,TRADING
MO2303-P-7200,P,7200.0,2023-03-17,2022-12-06 09:32:51.4,664.0,4,677.8,9,666.4,0,55,TRADING
MO2303-P-7400,P,7400.0,2023-03-17,2022-12-06 09:32:51.4,828.2,6,841.2,2,998.0,0,52,TRADING
MO2303-P-7600,P,7600.0,2023-03-17,2022-12-06 09:32:51.4,1001.8,6,1017.6,6,1053.0,0,31,TRADING
MO2303-P-7800,P,7800.0,2023-03-17,2022-12-06 09:32:51.4,1186.0,6,1199.6,6,1251.0,0,54,TRADING
MO2306-C-6200,C,6200.0,2023-06-16,2022-12-06 09:32:51.4,576.4,1,588.2,12,582.6,0,108,TRADING
MO2306-C-6400,C,6400.0,2023-06-16,2022-12-06 09:32:51.4,461.0,1,476.0,22,468.6,0,67,TRADING
MO2306-C-6600,C,6600.0,2023-06-16,2022-12-06 09:32:51.4,375.6,1,379.0,16,375.6,1,119,TRADING
MO2306-C-6800,C,6800.0,2023-06-16,2022-12-06 09:32:51.4,286.0,6,298.4,1,294.2,0,208,TRADING
MO2306-C-7400,C,7400.0,2023-06-16,2022-12-06 09:32:51.4,126.6,1,132.2,1,129.2,0,419,TRADING
MO2306-C-7600,C,7600.0,2023-06-16,2022-12-06 09:32:51.4,98.8,6,104.2,21,101.2,0,357,TRADING
MO2306-C-7800,C,7800.0,2023-06-16,2022-12-06 09:32:51.4,74.4,6,79.8,1,72.4,0,489,TRADING
MO2306-P-6400,P,6400.0,2023-06-16,2022-12-06 09:32:51.4,342.8,1,353.6,1,353.6,0,243,TRADING
MO2306-P-6600,P,6600.0,2023-06-16,2022-12-06 09:32:51.4,442.0,30,455.2,1,454.0,0,107,TRADING
MO2306-P-6800,P,6800.0,2023-06-16,2022-12-06 09:32:51.4,558.4,6,571.4,1,564.4,0,73,TRADING
MO2306-P-7000,P,7000.0,2023-06-16,2022-12-06 09:32:51.4,688.4,12,703.6,1,720.2,0,55,TRADING
MO2306-P-7400,P,7400.0,2023-06-16,2022-12-06 09:32:51.4,990.8,12,1008.8,1,1011.6,0,34,TRADING
MO2306-P-7600,P,7600.0,2023-06-16,2022-12-06 09:32:51.4,1156.2,10,1174.8,7,1346.6,0,35,TRADING
MO2306-P-7800,P,7800.0,2023-06-16,2022-12-06 09:32:51.4,1330.0,10,1348.8,6,1394.4,0,53,TRADING
MO2212-P-8000,P,8000.0,2022-12-16,2022-12-06 09:32:51.9,1286.2,4,1295.8,6,1547.4,0,128,TRADING
MO2303-P-8000,P,8000.0,2023-03-17,2022-12-06 09:32:51.9,1372.6,6,1386.8,6,1536.0,0,90,TRADING
MO2306-P-8000,P,8000.0,2023-06-16,2022-12-06 09:32:51.9,1510.8,4,1527.8,1,1764.6,0,49,TRADING
MO2212-C-6500,C,6500.0,2022-12-16,2022-12-06 09:32:51.9,233.0,6,237.2,4,234.0,19,1038,TRADING
MO2212-C-6700,C,6700.0,2022-12-16,2022-12-06 09:32:51.9,100.0,6,101.2,1,101.2,166,2877,TRADING
MO2212-C-6900,C,6900.0,2022-12-16,2022-12-06 09:32:51.9,33.4,5,34.0,7,32.8,179,2873,TRADING
MO2212-C-7100,C,7100.0,2022-12-16,2022-12-06 09:32:51.9,10.0,11,10.2,13,10.0,111,1294,TRADING
MO2212-P-6100,P,6100.0,2022-12-16,2022-12-06 09:32:51.9,1.4,60,1.8,23,1.4,2,1560,TRADING
MO2212-P-6300,P,6300.0,2022-12-16,2022-12-06 09:32:51.9,5.6,50,5.8,6,5.6,48,2206,TRADING
MO2212-P-6500,P,6500.0,2022-12-16,2022-12-06 09:32:51.9,24.6,7,25.0,11,24.8,146,1726,TRADING
MO2212-P-6700,P,6700.0,2022-12-16,2022-12-06 09:32:51.9,88.2,6,90.0,6,90.0,137,3586,TRADING
MO2212-P-6900,P,6900.0,2022-12-16,2022-12-06 09:32:51.9,220.2,4,224.2,6,228.8,1,196,TRADING
MO2212-P-7100,P,7100.0,2022-12-16,2022-12-06 09:32:51.9,396.4,4,402.8,6,415.6,0,61,TRADING
MO2309-C-5800,C,5800.0,2023-09-15,2022-12-06 09:32:51.9,857.2,6,874.0,6,871.8,0,129,TRADING
MO2309-C-6000,C,6000.0,2023-09-15,2022-12-06 09:32:51.9,734.2,1,745.6,8,740.8,0,132,TRADING
MO2309-C-6200,C,6200.0,2023-09-15,2022-12-06 09:32:51.9,614.4,1,628.0,8,609.0,0,149,TRADING
MO2309-C-6400,C,6400.0,2023-09-15,2022-12-06 09:32:51.9,510.6,1,523.6,2,549.0,0,157,TRADING
MO2309-C-6600,C,6600.0,2023-09-15,2022-12-06 09:32:51.9,422.4,1,432.8,2,427.0,0,170,TRADING
MO2309-C-6800,C,6800.0,2023-09-15,2022-12-06 09:32:51.9,342.2,1,353.2,2,346.0,0,139,TRADING
MO2309-C-7000,C,7000.0,2023-09-15,2022-12-06 09:32:51.9,273.6,1,284.2,1,279.0,0,200,TRADING
MO2309-P-6000,P,6000.0,2023-09-15,2022-12-06 09:32:51.9,294.8,1,306.4,6,312.6,0,48,TRADING
MO2309-P-6600,P,6600.0,2023-09-15,2022-12-06 09:32:51.9,569.0,2,581.8,1,578.4,0,46,TRADING
MO2309-P-6800,P,6800.0,2023-09-15,2022-12-06 09:32:51.9,686.2,8,700.0,1,675.8,0,36,TRADING
MO2309-P-7000,P,7000.0,2023-09-15,2022-12-06 09:32:51.9,815.4,6,828.8,1,818.6,0,47,TRADING
MO2212-C-5700,C,5700.0,2022-12-16,2022-12-06 09:32:51.9,1005.0,6,1013.2,3,1015.2,0,53,TRADING
MO2303-C-5600,C,5600.0,2023-03-17,2022-12-06 09:32:51.9,1045.0,6,1057.4,18,1052.0,0,66,TRADING
MO2306-C-5600,C,5600.0,2023-06-16,2022-12-06 09:32:51.9,1003.6,6,1020.6,4,999.6,0,32,TRADING
