entry_idx,info_idx,info_day,info_year,parent_direction,horizon,target_bp,parent_prediction_bp,enhanced_prediction_bp,parent_residual_bp,prediction_adjustment_bp,alignment_bp2,adjustment_square_bp2,loss_gain_bp2
122467,122466,2017-02-10,2017,1,120,-30.3335982071062,-12.6433126118675,6.45655918622972,-17.6902855952387,19.0998717980972,-675.76437388157,364.805102703749,-1040.56947658532
123013,123012,2017-02-14,2017,1,120,-39.1698645899452,3.69558739618694,23.1471645796156,-42.8654519861321,19.4515771834287,-1667.60129562161,378.363854922882,-2045.96515054449
123157,123156,2017-02-15,2017,1,120,-85.4815615772631,-0.189670892703555,19.3874487459239,-85.2918906845595,19.5771196386275,-3339.53909627271,383.263613345133,-3722.80270961785
125219,125218,2017-02-28,2017,1,120,-19.7444162344029,-16.9796229402797,1.18490697950983,-2.7647932941232,18.1645299197895,-100.442341026269,329.950147206929,-430.392488233198
125800,125799,2017-03-02,2017,1,120,-53.2944769356669,15.1090350937518,33.3371819023323,-68.4035120294187,18.2281468085805,-2493.73851898949,332.265336075163,-2826.00385506466
127022,127021,2017-03-09,2017,1,120,-8.76686802761872,0.508957559996082,19.2221608690567,-9.2758255876148,18.7132033090606,-347.160820160845,350.183978086237,-697.344798247082
128613,128612,2017-03-20,2017,1,120,-39.4513477856773,-4.11042798726089,14.2124916416225,-35.3409197984164,18.3229196288834,-1295.0976661544,335.72938372652,-1630.82704988092
129551,129550,2017-03-24,2017,-1,120,-12.9114125202157,-4.7290972589307,13.1373501343493,-8.182315261285,17.86644739328,-292.377810341961,319.209942456842,-611.587752798803
130438,130437,2017-03-29,2017,-1,120,136.226928316872,-9.45425920951399,8.66634291364949,145.681187526386,18.1206021231635,5279.66167199121,328.356221305997,4951.30545068522
130670,130669,2017-03-30,2017,-1,120,-2.57985862374799,-11.7647391161888,4.57959575899765,9.18488049244081,16.3443348751864,300.24152511404,267.137282512236,33.104242601804
131929,131928,2017-04-11,2017,1,120,-58.7611698814749,-17.6737714044235,0.524513557227863,-41.0873984770514,18.1982849616514,-1495.4403716366,331.177575545466,-1826.61794718207
132960,132959,2017-04-17,2017,-1,120,47.4670902104712,-6.11517635393654,12.8494131807319,53.5822665644077,18.9645895346684,2032.33138346236,359.655656218456,1672.67572724391
133096,133095,2017-04-17,2017,-1,120,-48.3242115282545,-0.942492666407782,18.1481355255161,-47.3817188618467,19.0906281919239,-1809.09355577157,364.452084762279,-2173.54564053384
133165,133164,2017-04-18,2017,-1,120,6.23196291008155,-27.2656880515076,-9.33723884479029,33.4976509615892,17.9284492067173,1201.12186761839,321.429290957843,879.69257666055
133459,133458,2017-04-19,2017,-1,120,-84.7141871717794,-20.3796897830825,-1.92835080425054,-64.3344973886969,18.451338978832,-2374.11523870325,340.451910111764,-2714.56714881502
133511,133510,2017-04-19,2017,-1,120,-104.170462126856,-42.6143874107609,-24.2613014118403,-61.5560747160951,18.3530859989206,-2259.48786604095,336.835765683775,-2596.32363172473
133646,133645,2017-04-20,2017,-1,120,83.3752596526005,-15.871698936378,1.99884444938306,99.2469585889785,17.8705433857611,3547.19415873834,319.356320902368,3227.83783783597
133912,133911,2017-04-21,2017,-1,120,44.8991397044363,-3.1410572031444,15.1976323500796,48.0401969075807,18.338689553224,1761.98851432775,336.307534529527,1425.68097979822
134167,134166,2017-04-24,2017,-1,120,-6.81238385787042,-2.09672032648402,15.0878877432619,-4.7156635313864,17.1846080697459,-162.073659151339,295.310754510777,-457.384413662115
134303,134302,2017-04-24,2017,-1,120,-34.5872782899903,3.58045859665668,21.117990107492,-38.167736886647,17.5375315108353,-1338.73577669369,307.565011493542,-1646.30078818723
134335,134334,2017-04-25,2017,-1,120,-88.5701632833835,-7.83525721082058,9.31933350236572,-80.7349060725629,17.1545907131863,-2769.94853988471,294.279982536938,-3064.22852242165
134476,134475,2017-04-25,2017,-1,120,28.6005469838491,-16.7841003390343,1.23046975868944,45.3846473228834,18.0145700977237,1635.16982111711,324.524735805802,1310.6450853113
134862,134861,2017-04-27,2017,-1,120,-243.085123158924,-11.1034626068855,6.88827274481935,-231.981660552039,17.9917353517049,-8347.50528620261,323.702540965786,-8671.2078271684
135736,135735,2017-05-03,2017,1,120,21.8239956684041,0.245962954513931,17.8320948939445,21.5780327138902,17.5861319394306,758.948260599643,309.27203659106,449.676224008583
136043,136042,2017-05-05,2017,1,120,-9.11648527989861,2.07279183986224,20.2428250343699,-11.1892771197608,18.1700331945077,-406.619073377199,330.15010628951,-736.76917966671
