source,symbol,trading_day,from_state,to_state,change_start_time,event_time,bar_ordinal_day,judge_center_eligible_ordinal,judge_available_eligible_ordinal,judge_available_event_time,matched,match_id,event_role,eligible_ordinal
online_v3,000688.SH,2021-12-29,DownTrend,Range,2021-12-29 11:10:00+08:00,2021-12-29 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000688.SH,2021-12-30,UpTrend,Range,2021-12-30 14:05:00+08:00,2021-12-30 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000688.SH,2022-01-04,Shock,UpTrend,2022-01-04 13:35:00+08:00,2022-01-04 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-01-04,UpTrend,DownTrend,2022-01-04 14:20:00+08:00,2022-01-04 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000688.SH,2022-01-06,Shock,UpTrend,2022-01-06 13:25:00+08:00,2022-01-06 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-01-07,Shock,DownTrend,2022-01-07 10:45:00+08:00,2022-01-07 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-01-10,Shock,DownTrend,2022-01-10 13:55:00+08:00,2022-01-10 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000688.SH,2022-01-11,Shock,Range,2022-01-11 11:30:00+08:00,2022-01-11 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000688.SH,2022-01-12,Shock,DownTrend,2022-01-12 11:25:00+08:00,2022-01-12 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-01-12,DownTrend,UpTrend,2022-01-12 13:25:00+08:00,2022-01-12 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-01-13,Shock,DownTrend,2022-01-13 13:25:00+08:00,2022-01-13 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-01-14,Shock,Range,2022-01-14 11:25:00+08:00,2022-01-14 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-01-14,Range,UpTrend,2022-01-14 13:35:00+08:00,2022-01-14 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-01-17,Shock,UpTrend,2022-01-17 11:00:00+08:00,2022-01-17 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000688.SH,2022-01-18,Shock,DownTrend,2022-01-18 11:15:00+08:00,2022-01-18 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-01-18,DownTrend,Range,2022-01-18 14:20:00+08:00,2022-01-18 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000688.SH,2022-01-19,Range,DownTrend,2022-01-19 11:10:00+08:00,2022-01-19 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000688.SH,2022-01-19,DownTrend,Range,2022-01-19 13:25:00+08:00,2022-01-19 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-01-20,Shock,DownTrend,2022-01-20 11:05:00+08:00,2022-01-20 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000688.SH,2022-01-21,Shock,DownTrend,2022-01-21 10:55:00+08:00,2022-01-21 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000688.SH,2022-01-25,Shock,Range,2022-01-25 11:30:00+08:00,2022-01-25 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000688.SH,2022-01-25,Range,DownTrend,2022-01-25 13:30:00+08:00,2022-01-25 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000688.SH,2022-01-26,Shock,DownTrend,2022-01-26 11:10:00+08:00,2022-01-26 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000688.SH,2022-01-26,DownTrend,UpTrend,2022-01-26 14:25:00+08:00,2022-01-26 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-01-27,Shock,DownTrend,2022-01-27 13:25:00+08:00,2022-01-27 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-02-07,Shock,DownTrend,2022-02-07 10:45:00+08:00,2022-02-07 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-02-07,DownTrend,Range,2022-02-07 13:05:00+08:00,2022-02-07 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-02-08,Shock,DownTrend,2022-02-08 10:50:00+08:00,2022-02-08 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000688.SH,2022-02-08,DownTrend,Shock,2022-02-08 13:25:00+08:00,2022-02-08 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-02-08,Shock,Range,2022-02-08 13:35:00+08:00,2022-02-08 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-02-09,Shock,UpTrend,2022-02-09 13:25:00+08:00,2022-02-09 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-02-09,UpTrend,Range,2022-02-09 14:00:00+08:00,2022-02-09 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000688.SH,2022-02-10,Shock,DownTrend,2022-02-10 11:10:00+08:00,2022-02-10 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000688.SH,2022-02-14,Shock,Range,2022-02-14 14:05:00+08:00,2022-02-14 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000688.SH,2022-02-15,Shock,UpTrend,2022-02-15 10:45:00+08:00,2022-02-15 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-02-16,UpTrend,DownTrend,2022-02-16 14:10:00+08:00,2022-02-16 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000688.SH,2022-02-17,UpTrend,Shock,2022-02-17 13:15:00+08:00,2022-02-17 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000688.SH,2022-02-22,Shock,Range,2022-02-22 14:15:00+08:00,2022-02-22 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000688.SH,2022-02-23,Shock,UpTrend,2022-02-23 11:00:00+08:00,2022-02-23 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000688.SH,2022-02-24,Shock,UpTrend,2022-02-24 10:45:00+08:00,2022-02-24 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-02-24,UpTrend,DownTrend,2022-02-24 11:15:00+08:00,2022-02-24 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-02-24,DownTrend,Shock,2022-02-24 13:05:00+08:00,2022-02-24 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-02-24,Shock,DownTrend,2022-02-24 14:15:00+08:00,2022-02-24 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000688.SH,2022-02-25,Shock,DownTrend,2022-02-25 13:15:00+08:00,2022-02-25 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000688.SH,2022-02-28,Range,UpTrend,2022-02-28 14:05:00+08:00,2022-02-28 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000688.SH,2022-03-02,Range,UpTrend,2022-03-02 11:25:00+08:00,2022-03-02 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-03-02,UpTrend,Range,2022-03-02 14:10:00+08:00,2022-03-02 14:15:00+08:00,38,,,,True,36,online,26.0
online_v3,000688.SH,2022-03-04,UpTrend,DownTrend,2022-03-04 11:20:00+08:00,2022-03-04 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000688.SH,2022-03-07,Shock,DownTrend,2022-03-07 11:30:00+08:00,2022-03-07 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000688.SH,2022-03-08,Shock,DownTrend,2022-03-08 10:55:00+08:00,2022-03-08 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000688.SH,2022-03-08,DownTrend,Shock,2022-03-08 13:35:00+08:00,2022-03-08 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-03-09,Shock,DownTrend,2022-03-09 13:35:00+08:00,2022-03-09 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-03-09,DownTrend,Shock,2022-03-09 13:45:00+08:00,2022-03-09 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000688.SH,2022-03-10,UpTrend,Range,2022-03-10 14:15:00+08:00,2022-03-10 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000688.SH,2022-03-11,DownTrend,Shock,2022-03-11 13:20:00+08:00,2022-03-11 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000688.SH,2022-03-11,Shock,UpTrend,2022-03-11 14:00:00+08:00,2022-03-11 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000688.SH,2022-03-14,Range,DownTrend,2022-03-14 14:15:00+08:00,2022-03-14 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000688.SH,2022-03-15,Shock,DownTrend,2022-03-15 13:05:00+08:00,2022-03-15 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-03-17,Shock,UpTrend,2022-03-17 13:10:00+08:00,2022-03-17 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000688.SH,2022-03-17,UpTrend,DownTrend,2022-03-17 14:10:00+08:00,2022-03-17 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000688.SH,2022-03-18,Range,UpTrend,2022-03-18 13:55:00+08:00,2022-03-18 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000688.SH,2022-03-24,UpTrend,Range,2022-03-24 14:15:00+08:00,2022-03-24 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000688.SH,2022-03-25,DownTrend,Range,2022-03-25 14:15:00+08:00,2022-03-25 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000688.SH,2022-03-28,Range,DownTrend,2022-03-28 13:35:00+08:00,2022-03-28 13:40:00+08:00,31,,,,True,37,online,19.0
online_v3,000688.SH,2022-03-30,Shock,UpTrend,2022-03-30 13:25:00+08:00,2022-03-30 13:30:00+08:00,29,,,,True,38,online,17.0
online_v3,000688.SH,2022-03-31,DownTrend,Range,2022-03-31 14:15:00+08:00,2022-03-31 14:20:00+08:00,39,,,,True,39,online,27.0
online_v3,000688.SH,2022-04-06,DownTrend,Range,2022-04-06 11:15:00+08:00,2022-04-06 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-04-06,Range,DownTrend,2022-04-06 13:45:00+08:00,2022-04-06 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000688.SH,2022-04-07,Shock,DownTrend,2022-04-07 13:25:00+08:00,2022-04-07 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-04-08,Shock,Range,2022-04-08 13:35:00+08:00,2022-04-08 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-04-08,Range,DownTrend,2022-04-08 14:20:00+08:00,2022-04-08 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000688.SH,2022-04-11,DownTrend,Shock,2022-04-11 10:45:00+08:00,2022-04-11 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-04-11,Shock,DownTrend,2022-04-11 13:50:00+08:00,2022-04-11 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000688.SH,2022-04-12,Shock,DownTrend,2022-04-12 11:30:00+08:00,2022-04-12 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000688.SH,2022-04-12,DownTrend,Shock,2022-04-12 13:15:00+08:00,2022-04-12 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000688.SH,2022-04-12,Shock,Range,2022-04-12 14:20:00+08:00,2022-04-12 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000688.SH,2022-04-13,Shock,UpTrend,2022-04-13 11:05:00+08:00,2022-04-13 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000688.SH,2022-04-14,Shock,UpTrend,2022-04-14 13:50:00+08:00,2022-04-14 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000688.SH,2022-04-15,Range,Shock,2022-04-15 13:40:00+08:00,2022-04-15 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000688.SH,2022-04-18,Shock,Range,2022-04-18 14:25:00+08:00,2022-04-18 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-04-19,DownTrend,Range,2022-04-19 13:30:00+08:00,2022-04-19 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000688.SH,2022-04-21,DownTrend,Shock,2022-04-21 13:30:00+08:00,2022-04-21 13:35:00+08:00,30,,,,True,40,online,18.0
online_v3,000688.SH,2022-04-21,Shock,DownTrend,2022-04-21 14:20:00+08:00,2022-04-21 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000688.SH,2022-04-22,Shock,DownTrend,2022-04-22 11:00:00+08:00,2022-04-22 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000688.SH,2022-04-22,DownTrend,UpTrend,2022-04-22 13:25:00+08:00,2022-04-22 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-04-25,Shock,Range,2022-04-25 10:45:00+08:00,2022-04-25 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-04-25,Range,Shock,2022-04-25 11:10:00+08:00,2022-04-25 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000688.SH,2022-04-25,Shock,DownTrend,2022-04-25 13:40:00+08:00,2022-04-25 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000688.SH,2022-04-25,DownTrend,Shock,2022-04-25 14:25:00+08:00,2022-04-25 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-04-26,Shock,Range,2022-04-26 11:25:00+08:00,2022-04-26 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-04-26,Range,DownTrend,2022-04-26 13:30:00+08:00,2022-04-26 13:35:00+08:00,30,,,,True,41,online,18.0
online_v3,000688.SH,2022-04-27,Shock,UpTrend,2022-04-27 14:10:00+08:00,2022-04-27 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000688.SH,2022-04-28,UpTrend,DownTrend,2022-04-28 11:30:00+08:00,2022-04-28 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000688.SH,2022-04-29,Range,Shock,2022-04-29 13:05:00+08:00,2022-04-29 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-05-05,UpTrend,Range,2022-05-05 13:50:00+08:00,2022-05-05 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000688.SH,2022-05-10,Shock,Range,2022-05-10 11:15:00+08:00,2022-05-10 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-05-10,Range,DownTrend,2022-05-10 14:10:00+08:00,2022-05-10 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000688.SH,2022-05-11,UpTrend,DownTrend,2022-05-11 14:25:00+08:00,2022-05-11 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-05-12,UpTrend,DownTrend,2022-05-12 13:35:00+08:00,2022-05-12 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-05-12,DownTrend,Range,2022-05-12 14:25:00+08:00,2022-05-12 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-05-17,Shock,UpTrend,2022-05-17 11:25:00+08:00,2022-05-17 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-05-17,UpTrend,Range,2022-05-17 13:30:00+08:00,2022-05-17 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000688.SH,2022-05-20,DownTrend,UpTrend,2022-05-20 13:10:00+08:00,2022-05-20 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000688.SH,2022-05-23,DownTrend,UpTrend,2022-05-23 13:20:00+08:00,2022-05-23 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000688.SH,2022-05-25,Range,UpTrend,2022-05-25 13:05:00+08:00,2022-05-25 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-05-26,Shock,DownTrend,2022-05-26 14:05:00+08:00,2022-05-26 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000688.SH,2022-05-27,DownTrend,Range,2022-05-27 13:05:00+08:00,2022-05-27 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-05-27,Range,DownTrend,2022-05-27 14:10:00+08:00,2022-05-27 14:15:00+08:00,38,,,,True,42,online,26.0
online_v3,000688.SH,2022-05-30,Shock,UpTrend,2022-05-30 10:50:00+08:00,2022-05-30 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000688.SH,2022-05-31,Shock,Range,2022-05-31 14:05:00+08:00,2022-05-31 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000688.SH,2022-06-02,Shock,UpTrend,2022-06-02 13:30:00+08:00,2022-06-02 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000688.SH,2022-06-02,UpTrend,Shock,2022-06-02 13:55:00+08:00,2022-06-02 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000688.SH,2022-06-02,Shock,UpTrend,2022-06-02 14:10:00+08:00,2022-06-02 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000688.SH,2022-06-06,Shock,Range,2022-06-06 13:20:00+08:00,2022-06-06 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000688.SH,2022-06-06,Range,DownTrend,2022-06-06 13:55:00+08:00,2022-06-06 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000688.SH,2022-06-08,Shock,DownTrend,2022-06-08 11:00:00+08:00,2022-06-08 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000688.SH,2022-06-08,DownTrend,Shock,2022-06-08 11:10:00+08:00,2022-06-08 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000688.SH,2022-06-08,Shock,UpTrend,2022-06-08 14:20:00+08:00,2022-06-08 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000688.SH,2022-06-10,UpTrend,Shock,2022-06-10 10:45:00+08:00,2022-06-10 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-06-10,Shock,UpTrend,2022-06-10 13:50:00+08:00,2022-06-10 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000688.SH,2022-06-14,Shock,DownTrend,2022-06-14 11:15:00+08:00,2022-06-14 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-06-14,DownTrend,Shock,2022-06-14 13:05:00+08:00,2022-06-14 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-06-15,Shock,UpTrend,2022-06-15 13:05:00+08:00,2022-06-15 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-06-15,UpTrend,Shock,2022-06-15 13:20:00+08:00,2022-06-15 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000688.SH,2022-06-16,UpTrend,DownTrend,2022-06-16 14:05:00+08:00,2022-06-16 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000688.SH,2022-06-17,Shock,UpTrend,2022-06-17 13:40:00+08:00,2022-06-17 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000688.SH,2022-06-20,Shock,Range,2022-06-20 14:25:00+08:00,2022-06-20 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-06-22,Shock,DownTrend,2022-06-22 11:05:00+08:00,2022-06-22 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000688.SH,2022-06-22,DownTrend,Range,2022-06-22 13:25:00+08:00,2022-06-22 13:30:00+08:00,29,,,,True,43,online,17.0
online_v3,000688.SH,2022-06-22,Range,DownTrend,2022-06-22 14:15:00+08:00,2022-06-22 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000688.SH,2022-06-23,DownTrend,UpTrend,2022-06-23 11:25:00+08:00,2022-06-23 11:30:00+08:00,23,,,,True,44,online,11.0
online_v3,000688.SH,2022-06-24,UpTrend,DownTrend,2022-06-24 13:20:00+08:00,2022-06-24 13:25:00+08:00,28,,,,True,45,online,16.0
online_v3,000688.SH,2022-06-24,DownTrend,UpTrend,2022-06-24 14:25:00+08:00,2022-06-24 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-06-29,Shock,DownTrend,2022-06-29 13:10:00+08:00,2022-06-29 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000688.SH,2022-06-30,Range,UpTrend,2022-06-30 11:10:00+08:00,2022-06-30 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000688.SH,2022-07-06,UpTrend,Range,2022-07-06 13:15:00+08:00,2022-07-06 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000688.SH,2022-07-06,Range,DownTrend,2022-07-06 14:05:00+08:00,2022-07-06 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000688.SH,2022-07-08,Shock,Range,2022-07-08 13:10:00+08:00,2022-07-08 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000688.SH,2022-07-11,Range,DownTrend,2022-07-11 11:25:00+08:00,2022-07-11 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-07-12,Shock,DownTrend,2022-07-12 11:25:00+08:00,2022-07-12 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-07-12,DownTrend,Range,2022-07-12 13:25:00+08:00,2022-07-12 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-07-12,Range,DownTrend,2022-07-12 14:25:00+08:00,2022-07-12 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-07-13,Shock,UpTrend,2022-07-13 11:15:00+08:00,2022-07-13 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-07-13,UpTrend,DownTrend,2022-07-13 14:10:00+08:00,2022-07-13 14:15:00+08:00,38,,,,True,46,online,26.0
online_v3,000688.SH,2022-07-14,UpTrend,Range,2022-07-14 11:25:00+08:00,2022-07-14 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-07-15,Shock,Range,2022-07-15 11:20:00+08:00,2022-07-15 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000688.SH,2022-07-15,Range,DownTrend,2022-07-15 13:40:00+08:00,2022-07-15 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000688.SH,2022-07-18,Shock,UpTrend,2022-07-18 11:05:00+08:00,2022-07-18 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000688.SH,2022-07-19,DownTrend,UpTrend,2022-07-19 14:25:00+08:00,2022-07-19 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-07-21,Shock,Range,2022-07-21 11:15:00+08:00,2022-07-21 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-07-25,Shock,DownTrend,2022-07-25 13:30:00+08:00,2022-07-25 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000688.SH,2022-07-26,UpTrend,Range,2022-07-26 13:35:00+08:00,2022-07-26 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-07-28,UpTrend,Range,2022-07-28 11:30:00+08:00,2022-07-28 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000688.SH,2022-07-28,Range,DownTrend,2022-07-28 14:25:00+08:00,2022-07-28 14:30:00+08:00,41,,,,True,47,online,29.0
online_v3,000688.SH,2022-07-29,Shock,DownTrend,2022-07-29 10:55:00+08:00,2022-07-29 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000688.SH,2022-07-29,DownTrend,Range,2022-07-29 11:15:00+08:00,2022-07-29 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-08-02,Shock,DownTrend,2022-08-02 11:25:00+08:00,2022-08-02 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000688.SH,2022-08-02,DownTrend,Shock,2022-08-02 13:05:00+08:00,2022-08-02 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-08-03,Shock,Range,2022-08-03 14:10:00+08:00,2022-08-03 14:15:00+08:00,38,,,,True,48,online,26.0
online_v3,000688.SH,2022-08-05,Shock,Range,2022-08-05 10:45:00+08:00,2022-08-05 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000688.SH,2022-08-05,Range,UpTrend,2022-08-05 13:35:00+08:00,2022-08-05 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-08-11,UpTrend,Range,2022-08-11 13:50:00+08:00,2022-08-11 13:55:00+08:00,34,,,,True,49,online,22.0
online_v3,000688.SH,2022-08-12,Range,DownTrend,2022-08-12 13:05:00+08:00,2022-08-12 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-08-16,Shock,DownTrend,2022-08-16 13:20:00+08:00,2022-08-16 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000688.SH,2022-08-16,DownTrend,Range,2022-08-16 14:25:00+08:00,2022-08-16 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-08-17,Range,DownTrend,2022-08-17 13:25:00+08:00,2022-08-17 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000688.SH,2022-08-18,Range,UpTrend,2022-08-18 13:55:00+08:00,2022-08-18 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000688.SH,2022-08-19,Shock,DownTrend,2022-08-19 10:50:00+08:00,2022-08-19 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000688.SH,2022-08-24,Shock,DownTrend,2022-08-24 10:55:00+08:00,2022-08-24 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000688.SH,2022-08-24,DownTrend,Range,2022-08-24 13:35:00+08:00,2022-08-24 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000688.SH,2022-08-25,Shock,Range,2022-08-25 13:05:00+08:00,2022-08-25 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-08-25,Range,DownTrend,2022-08-25 13:50:00+08:00,2022-08-25 13:55:00+08:00,34,,,,True,50,online,22.0
online_v3,000688.SH,2022-08-26,Shock,DownTrend,2022-08-26 13:05:00+08:00,2022-08-26 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-08-30,Shock,Range,2022-08-30 13:10:00+08:00,2022-08-30 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000688.SH,2022-08-31,Shock,UpTrend,2022-08-31 13:50:00+08:00,2022-08-31 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000688.SH,2022-08-31,UpTrend,DownTrend,2022-08-31 14:25:00+08:00,2022-08-31 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000688.SH,2022-09-02,Shock,Range,2022-09-02 11:00:00+08:00,2022-09-02 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000688.SH,2022-09-02,Range,DownTrend,2022-09-02 14:00:00+08:00,2022-09-02 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000688.SH,2022-09-05,Shock,DownTrend,2022-09-05 13:05:00+08:00,2022-09-05 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000688.SH,2022-09-05,DownTrend,Range,2022-09-05 14:20:00+08:00,2022-09-05 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000688.SH,2022-09-06,Shock,UpTrend,2022-09-06 10:55:00+08:00,2022-09-06 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000688.SH,2022-09-06,UpTrend,Shock,2022-09-06 11:15:00+08:00,2022-09-06 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000688.SH,2022-09-06,Shock,UpTrend,2022-09-06 13:05:00+08:00,2022-09-06 13:10:00+08:00,25,,,,False,,online,13.0
